,participant,generated_question,evaluation_question,section_id,answer,section_question_id,evaluation_question_id
940,ilec03,How is mass per volume expressed ?,Could you rephrase the question to make it clearer and/or error-free?,231,2,231How is mass per volume expressed ?,5
941,ilec03,How is mass per volume expressed ?,Are students reading the text probably able to answer the question?,231,1,231How is mass per volume expressed ?,6
942,ilec03,How is mass per volume expressed ?,Which kind of information is needed to answer the question?,231,2,231How is mass per volume expressed ?,7
943,ilec03,How is mass per volume expressed ?,Do you think being able to answer the question is important to work on the topic covered by the text?,231,1,231How is mass per volume expressed ?,8
944,ilec03,How is mass per volume expressed ?,"If you were a teacher working with that text in class, do you think you would use this question or your rephrasal of the question?",231,1,231How is mass per volume expressed ?,9
945,ilec03,What is estimation ?,Could you understand what the question is asking?,238,1,238What is estimation ?,1
946,ilec03,What is estimation ?,Is the question related to the given text?,238,1,238What is estimation ?,2
947,ilec03,What is estimation ?,"Is the question grammatically well-formed, i.e. is it free of language errors?",238,1,238What is estimation ?,3
948,ilec03,What is estimation ?,Is it clear what the question asks for?,238,2,238What is estimation ?,4
949,ilec03,What is estimation ?,Could you rephrase the question to make it clearer and/or error-free?,238,1,238What is estimation ?,5
950,ilec03,What is estimation ?,Are students reading the text probably able to answer the question?,238,1,238What is estimation ?,6
951,ilec03,What is estimation ?,Which kind of information is needed to answer the question?,238,2,238What is estimation ?,7
952,ilec03,What is estimation ?,Do you think being able to answer the question is important to work on the topic covered by the text?,238,1,238What is estimation ?,8
953,ilec03,What is estimation ?,"If you were a teacher working with that text in class, do you think you would use this question or your rephrasal of the question?",238,2,238What is estimation ?,9
954,ilec03,How is matter defined ?,Could you understand what the question is asking?,225,1,225How is matter defined ?,1
955,ilec03,How is matter defined ?,Is the question related to the given text?,225,1,225How is matter defined ?,2
956,ilec03,How is matter defined ?,"Is the question grammatically well-formed, i.e. is it free of language errors?",225,1,225How is matter defined ?,3
957,ilec03,How is matter defined ?,Is it clear what the question asks for?,225,1,225How is matter defined ?,4
958,ilec03,How is matter defined ?,Could you rephrase the question to make it clearer and/or error-free?,225,2,225How is matter defined ?,5
959,ilec03,How is matter defined ?,Are students reading the text probably able to answer the question?,225,1,225How is matter defined ?,6
960,ilec03,How is matter defined ?,Which kind of information is needed to answer the question?,225,2,225How is matter defined ?,7
961,ilec03,How is matter defined ?,Do you think being able to answer the question is important to work on the topic covered by the text?,225,1,225How is matter defined ?,8
962,ilec03,How is matter defined ?,"If you were a teacher working with that text in class, do you think you would use this question or your rephrasal of the question?",225,1,225How is matter defined ?,9
963,ilec03,What is another way to describe less blood ?,Could you understand what the question is asking?,226,2,226What is another way to describe less blood ?,1
964,ilec03,What is another way to describe less blood ?,Is the question related to the given text?,226,10,226What is another way to describe less blood ?,2
965,ilec03,What is another way to describe less blood ?,"Is the question grammatically well-formed, i.e. is it free of language errors?",226,10,226What is another way to describe less blood ?,3
966,ilec03,What is another way to describe less blood ?,Is it clear what the question asks for?,226,10,226What is another way to describe less blood ?,4
967,ilec03,What is another way to describe less blood ?,Could you rephrase the question to make it clearer and/or error-free?,226,10,226What is another way to describe less blood ?,5
968,ilec03,What is another way to describe less blood ?,Are students reading the text probably able to answer the question?,226,10,226What is another way to describe less blood ?,6
969,ilec03,What is another way to describe less blood ?,Which kind of information is needed to answer the question?,226,10,226What is another way to describe less blood ?,7
970,ilec03,What is another way to describe less blood ?,Do you think being able to answer the question is important to work on the topic covered by the text?,226,10,226What is another way to describe less blood ?,8
971,ilec03,What is another way to describe less blood ?,"If you were a teacher working with that text in class, do you think you would use this question or your rephrasal of the question?",226,10,226What is another way to describe less blood ?,9
0,eaol09,What does researchers want to maximize ?,Could you understand what the question is asking?,249,1,249What does researchers want to maximize ?,1
1,eaol09,What does researchers want to maximize ?,Is the question related to the given text?,249,1,249What does researchers want to maximize ?,2
2,eaol09,What does researchers want to maximize ?,"Is the question grammatically well-formed, i.e. is it free of language errors?",249,1,249What does researchers want to maximize ?,3
3,eaol09,What does researchers want to maximize ?,Is it clear what the question asks for?,249,1,249What does researchers want to maximize ?,4
4,eaol09,What does researchers want to maximize ?,Could you rephrase the question to make it clearer and/or error-free?,249,1,249What does researchers want to maximize ?,5
5,eaol09,What does researchers want to maximize ?,Are students reading the text probably able to answer the question?,249,1,249What does researchers want to maximize ?,6
